現做咖啡飲品_key,現做咖啡飲品_no,罐裝_瓶裝咖啡_key,罐裝_瓶裝咖啡_no,沖泡式咖啡_key,沖泡式咖啡_no,濾掛式咖啡_key,濾掛式咖啡_no,現做茶飲品_key,現做茶飲品_no,茶飲_key,茶飲_no,碳酸_汽水_key,碳酸_汽水_no,果汁_果醋飲_key,果汁_果醋飲_no,運動飲料_key,運動飲料_no,養生飲品_key,養生飲品_no,能量飲料_key,能量飲料_no,沖泡類飲品_key,沖泡類飲品_no,礦泉水_key,礦泉水_no,氣泡水_key,氣泡水_no,鮮乳類_key,鮮乳類_no,保久乳_key,保久乳_no,調味乳_key,調味乳_no,優格_key,優格_no,優酪乳_key,優酪乳_no,發酵乳_key,發酵乳_no,豆漿_key,豆漿_no,其他植物奶_key,其他植物奶_no,現做霜淇淋_聖代_key,現做霜淇淋_聖代_no,冰淇淋_key,冰淇淋_no,甜筒_key,甜筒_no,水果冰品_key,水果冰品_no,蒸箱食品_key,蒸箱食品_no,地瓜_key,地瓜_no,熱狗_key,熱狗_no,關東煮_key,關東煮_no,米飯類_key,米飯類_no,麵食類_key,麵食類_no,三明治_key,三明治_no,漢堡_key,漢堡_no,生鮮蔬果_沙拉_key,生鮮蔬果_沙拉_no,湯品_key,湯品_no,水餃_點心_key,水餃_點心_no,麵包_key,麵包_no,蛋糕_key,蛋糕_no,中式糕點_key,中式糕點_no,其他甜食_key,其他甜食_no,加工蛋_key,加工蛋_no,生鮮蔬菜_key,生鮮蔬菜_no,生鮮肉品_key,生鮮肉品_no,生鮮海鮮_key,生鮮海鮮_no,冷藏調理_key,冷藏調理_no,冷凍蔬菜_key,冷凍蔬菜_no,冷凍肉品_key,冷凍肉品_no,冷凍海鮮_key,冷凍海鮮_no,冷凍微波料理_key,冷凍微波料理_no,餅乾_key,餅乾_no,堅果_key,堅果_no,肉乾_肉紙_key,肉乾_肉紙_no,豆乾_key,豆乾_no,魷魚絲_key,魷魚絲_no,海苔_key,海苔_no,布丁_果凍_key,布丁_果凍_no,果乾_key,果乾_no,即飲甜品_key,即飲甜品_no,糖果_key,糖果_no,巧克力_key,巧克力_no,其他零食_key,其他零食_no,料理調味_key,料理調味_no,果醬_抹醬_key,果醬_抹醬_no,有機食品_key,有機食品_no,罐頭_key,罐頭_no,各式麵條_拌麵_key,各式麵條_拌麵_no,泡麵_key,泡麵_no,米_key,米_no,米_key,米_no,民生紙品_key,民生紙品_no,洗衣用具_key,洗衣用具_no,家庭清潔用品_key,家庭清潔用品_no,家庭清潔洗劑_key,家庭清潔洗劑_no,衣物清潔_key,衣物清潔_no,嬰幼兒用品_key,嬰幼兒用品_no,餐廚用品_key,餐廚用品_no,汽機車用品類_key,汽機車用品類_no,女性衛生用品_key,女性衛生用品_no,髮部清潔_保養_key,髮部清潔_保養_no,身體清潔_保養_key,身體清潔_保養_no,口腔保健_key,口腔保健_no,美容保養_key,美容保養_no,貓食_key,貓食_no,狗食_key,狗食_no,其他寵物食品_key,其他寵物食品_no,寵物用品_key,寵物用品_no,運動健身_key,運動健身_no,戶外露營_key,戶外露營_no,大型家電_key,大型家電_no,廚房家電_key,廚房家電_no,生活家電_key,生活家電_no,美容家電_key,美容家電_no,視聽娛樂家電_key,視聽娛樂家電_no,書籍_key,書籍_no,數位內容_key,數位內容_no,文教用品_key,文教用品_no,手機_通訊_週邊_key,手機_通訊_週邊_no,電腦螢幕_硬碟_key,電腦螢幕_硬碟_no,相機_攝影_DV_key,相機_攝影_DV_no,品牌鞋款_key,品牌鞋款_no,流行鞋襪_key,流行鞋襪_no,男女內著_key,男女內著_no,童裝_key,童裝_no,女裝_key,女裝_no,男裝_key,男裝_no,個人服飾配件_key,個人服飾配件_no,運動機能服飾_key,運動機能服飾_no,精品／飾品_key,精品／飾品_no,黃金_key,黃金_no,家飾_key,家飾_no,寢具_key,寢具_no,傢俱_key,傢俱_no,床墊_key,床墊_no,菸品_key,菸品_no,威士忌_key,威士忌_no,調酒_key,調酒_no,啤酒_key,啤酒_no,紅白酒_key,紅白酒_no,禮盒_key,禮盒_no
單品,274205.0,奶香,194880.0,二合一,11820.0,二合一,11820.0,冰經典,118865.0,午后,785740.0,瓶,165335.0,葡萄,156255.0,黑松,139790.0,原味,17915,黃,60.0,雀巢,88115.0,850ml,111740.0,MORE,126955.0,背鮮乳,119745.0,中熱醇,165005.0,金,47950.0,物脆,23505.0,優格,54005.0,樂樂,42290.0,黑,259020.0,290g,435.0,聖代,15255.0,打大,86045.0,層,9465.0,鹹,3520.0,脆,18980.0,瓜片,210.0,雞球,34660.0,經典,20880.0,腿,58285.0,拉,34425.0,吐司,51735.0,漢堡,46115.0,凱撒雞,31715.0,配餐,10855.0,肉,640.0,捲,100865.0,冰,194940.0,芋頭,22210.0,冰特選,235055.0,富翁,5125.0,優惠,330805.0,台灣豬,53770.0,虱目,39590.0,套餐,12260.0,辣椒,31700.0,美牛小排,95110.0,鯛,19145.0,鼎王,176150.0,一配,228685.0,乾,69315.0,餃,43860.0,巡禮,15905.0,風味丸,30000.0,老板,31305.0,百香果,1895.0,脆片,35910.0,二合一,34425.0,零食,150290.0,明治,215680.0,咖啡,38325.0,釀造,90770.0,硬盒,79050.0,菜,11810.0,黃,54860,義,41340.0,泡菜,37530.0,腿,58285.0,光泉,18505.0,復,88455.0,AH,41425.0,抹布,221340.0,5,159955.0,選蛋,35160.0,防撞,8720.0,盒,32925.0,強淨,66385.0,蘇菲超,716.0,ES,195.0,亞,397.0,日本,198.0,曼秀雷敦,319.0,法國,10.0,可頌,2.0,嚴選,9.0,滿,13.0,防霉,12.0,環保,27.0,分離式,5.0,國際牌,16.0,高清,15.0,拉拉,1.0,無線,4.0,拋,135.0,山水,14.0,350ML,33.0,飛利浦,124.0,Transcend,11.0,OK,11.0,adidas,9.0,字,51.0,內衣,8.0,17029,26.0,日,138.0,2,15.0,8oz,6.0,,,微笑,6.0,,,廚房,2.0,雙人,8.0,可,6.0,單人,39.0,軟包,2773.0,年,6.0,750,3.0,BAR,151.0,凱利嵐,10.0,入,38.0
熱,272110.0,咖啡豆,191735.0,典藏,11090.0,典藏,11090.0,大,99865.0,時光,759555.0,美粒果,162485.0,果蔬,154940.0,水蠻,118375.0,台灣,14610,金康,60.0,黑糖,78750.0,多喝水,102835.0,海鹽,112445.0,崙,119745.0,黑厚,165005.0,朋友,43885.0,片鮮奶,23505.0,無糖,48660.0,降卡,38120.0,無糖,227335.0,1000,400.0,畬室,13940.0,百吉蘇,86045.0,千,9465.0,星冰樂,1725.0,麥,18980.0,400g,185.0,香辣,34660.0,包,20795.0,塊,56430.0,素,27155.0,皇家,46680.0,王,45350.0,風味,7390.0,那,10170.0,入餐,625.0,柳,99160.0,一,182015.0,酥,21805.0,冰,228690.0,棒,5125.0,筍,324170.0,雞肉,52930.0,魚,38900.0,麻油,10935.0,花椰菜,25860.0,原味,80805.0,鯖,17785.0,十塊,155450.0,經典,221005.0,餐現,68830.0,蜜汁,43215.0,香辣,15635.0,東港,30000.0,厚片,31125.0,舉杯,1895.0,等,34150.0,嚴焙大濾掛,31900.0,5,147120.0,好,214790.0,鹹,35175.0,甜味,82935.0,台灣,78995.0,180g,10520.0,湯,53705,龍口,39185.0,辣白菜,36150.0,塊,56430.0,堡,18405.0,餐巾,81550.0,739L,41425.0,零食,205915.0,豆,156990.0,橘子,33115.0,現貨,8160.0,碗,25715.0,116S07385K28,64430.0,抑菌,517.0,棕色,182.0,1000ml,352.0,單支入,178.0,乳液,270.0,皇家,10.0,20220821z4jw3w15,1.0,澎湖,9.0,2000,13.0,跳繩,10.0,冷,27.0,小熱,4.0,中秋,16.0,監控網,15.0,轉,1.0,蘋果,3.0,片裝,133.0,宅配,14.0,圓型,33.0,數位,91.0,行動,11.0,Insta360X3,8.0,愛迪達,9.0,N,51.0,提花,8.0,羅,26.0,褲襪,117.0,adidas,14.0,凡士林,6.0,,,110010,6.0,,,置物架,2.0,一,6.0,盒,5.0,獨立,29.0,酷黑,2012.0,黑牌,6.0,Macro,1.0,Btl600ml,140.0,蒂夫,10.0,利記,38.0
大冰特,246545.0,左岸,184290.0,風味濾,10775.0,風味濾,10775.0,伯爵,83450.0,重乳,739475.0,口味,147885.0,蔬,152850.0,無糖,108115.0,素,13110,貝特,60.0,燕麥,78280.0,Uniwater550,101930.0,泉水,111330.0,巧克力,97205.0,風味,152570.0,好,43885.0,焗,22920.0,發酵,43910.0,235ml,25970.0,義美無糖,211215.0,原味,375.0,濃黑,13940.0,大,82795.0,抹,8380.0,可可,1450.0,腿,18980.0,享券餘額,175.0,漢堡,18270.0,金山,18415.0,地瓜,42200.0,麻婆豆腐,27075.0,雞堡,33625.0,麥燒,39030.0,蔬菜,6415.0,波隆,10170.0,發糕,625.0,原味,90065.0,211216,170610.0,翅,21430.0,大福,211165.0,600g15g10,4235.0,C,294375.0,糰,51405.0,鯖,35850.0,雞絕,9910.0,田園,25480.0,台灣豬,80585.0,去,16835.0,酥,142320.0,可樂果,201970.0,調味,61510.0,魷魚,40415.0,雞,15615.0,棒,27450.0,韓式,28310.0,CheersJelly,1895.0,艙,34150.0,穀,27415.0,錠,142680.0,萬丹,212390.0,卡滋,34155.0,四季,71695.0,波蜜,76805.0,白菜,10285.0,康寶金,53475,口味,36905.0,阿紅椒,35620.0,地瓜,42200.0,官方,10965.0,來,53210.0,細網,41400.0,保健食品,204640.0,零食,151650.0,工坊,31590.0,床,7555.0,微波,25260.0,安全帽,60990.0,Mdmmd,516.0,泡沫,177.0,球,340.0,黑人,177.0,專科,269.0,膚,10.0,20220821y6ab5594,1.0,素,7.0,送,13.0,高轉速,9.0,手提袋,27.0,贈中熱,4.0,Panasonic,13.0,隨身,13.0,蔬菜,1.0,耳,3.0,片,119.0,家用,14.0,紅蓋,33.0,話,86.0,TFSDHCU1C10R10032GME,10.0,全景,7.0,耐吉,9.0,足弓,48.0,8901,8.0,索,26.0,彩色,93.0,3276XXL,11.0,奈森克林,6.0,,,耳環,5.0,,,多用途,2.0,MI,6.0,2,5.0,睡,23.0,號,1664.0,大摩,6.0,30g,1.0,入箱,135.0,雄鷹,9.0,8,36.0
大熱特,239130.0,館,184255.0,研磨,10610.0,研磨,10610.0,1,65745.0,王白毫,707380.0,雪碧,139035.0,低卡,149740.0,配方,99320.0,喲,13070,能量,60.0,脆片,76585.0,波爾,72275.0,OOHA,90450.0,義美低,96420.0,高鈣,132815.0,4,38685.0,安柏,21850.0,比菲多,39015.0,飲品,23905.0,粒豆漿,203470.0,250ml6,350.0,增量,13695.0,百吉,80465.0,香草,7575.0,度,1355.0,2,18950.0,大潤發,175.0,翅,14960.0,臘腸,18415.0,溏,25535.0,蔥燒,25965.0,煙,33155.0,藜,39030.0,牛肉,3085.0,盒,9710.0,御宴,625.0,塔,87875.0,歐菲香,170610.0,漿,16575.0,220906,183110.0,220g4,3390.0,小白菜,284115.0,二配,51195.0,薄鹽,30675.0,配餐,9910.0,好友,24450.0,精選,74015.0,烏魚子,16610.0,手工,137520.0,酥,198305.0,蒜,59070.0,炒,40175.0,胗,15615.0,日用,26500.0,包,23110.0,果凍,450.0,冰梅,32205.0,入,24735.0,類,142045.0,雙層,209550.0,口味,33560.0,白,70940.0,牛奶,75225.0,糙米,6310.0,易開,47230,不倒翁,29035.0,超值,35295.0,溏,25535.0,手環,10505.0,辣椒,49810.0,一匙,37345.0,類,204095.0,家庭,148065.0,折價,31295.0,王辛巴,7485.0,墊,24215.0,手套,54880.0,超涼感,390.0,劑,174.0,杜樂麗花園,337.0,高露潔,168.0,完美,269.0,優布質,10.0,20220824z0qnyfeu,1.0,羊肉,7.0,250,13.0,滾筒,8.0,保冷袋,24.0,非會員,4.0,咖啡,12.0,ibleAirvidaC1,13.0,切碎,1.0,第三代,3.0,JHAKA,119.0,滑鼠,7.0,入,30.0,機觸,81.0,KingstonDataTraveler100,7.0,相機,7.0,AIRMAXDAW,8.0,MG10163B,41.0,蕾,6.0,短褲,26.0,眼鏡,90.0,公車,11.0,經典,2.0,,,鑽項,4.0,,,中型,2.0,一送,6.0,桌上,5.0,露營,16.0,新雲摩爾,1174.0,12,5.0,香料,1.0,M,135.0,阿根廷,9.0,預豆,32.0
朵,211130.0,大熱,182350.0,濾掛式,10350.0,濾掛式,10350.0,杯,43565.0,阿薩姆,584130.0,可樂曲線,129195.0,速纖纖維,147095.0,海鹽,87785.0,豆奶,12285,150mlX6,55.0,大,74045.0,礦,61045.0,悅氏礦,84895.0,農民鮮,91590.0,乳酸菌,130880.0,杯,36510.0,頂級,19750.0,活益,37950.0,10,23270.0,桂格顆,203285.0,大醇,315.0,杯,13695.0,麥當,77060.0,甜筒,6880.0,C,1355.0,套餐,18765.0,2000,175.0,辣味,13380.0,大舊,17930.0,心蛋,25155.0,包,25625.0,燻,33155.0,珍珠,39030.0,玉起士,2815.0,230g,8780.0,有機,625.0,全麥,86655.0,捲,158165.0,花生米,16575.0,海鹽,172600.0,粒,3390.0,菜產銷,234410.0,薄切,45945.0,白腹,28820.0,經典,8770.0,菜產銷,23795.0,美牛,72245.0,魚肚大,15420.0,雞,133420.0,先,187675.0,總匯點,55570.0,糰,39600.0,大溪,14365.0,百貨類,26250.0,泰國,21755.0,菠蘿芝,165.0,光泉,27790.0,仙草,21520.0,糖果,138525.0,葡萄,151600.0,心,32255.0,初榨,57585.0,草莓,73150.0,銀川,5680.0,罐,43295,濃湯,23290.0,海鮮味,32045.0,心蛋,25155.0,袋,10290.0,易,48605.0,靈,36390.0,M,203500.0,馬,142035.0,900G630G,30300.0,牛津布,6695.0,買,20800.0,防水,34740.0,28cm,386.0,700ml,173.0,森潤,337.0,刷樂,165.0,保濕,240.0,鯨,10.0,20220826mmj2z58k,1.0,狗母,6.0,使用,13.0,襪套,5.0,韓式,11.0,四門冰,4.0,Philips,9.0,款,13.0,器,1.0,全新,3.0,度,119.0,灰,7.0,小熊,24.0,適用,81.0,型,7.0,BD,5.0,緩震,5.0,黑冰沁,41.0,36,4.0,純棉,21.0,牛仔,73.0,官方,8.0,貝納頌,1.0,,,偏光,4.0,,,韓國,1.0,買,6.0,好學,5.0,充氣,14.0,清藍,1040.0,格蘭,2.0,熱紅酒,1.0,Asahi,90.0,25,7.0,金賞,22.0
密斯,211130.0,調,139610.0,沖,10290.0,沖,10290.0,那堤,43445.0,黑松,422000.0,沙士,120315.0,胡蘿,143665.0,590ml,76790.0,桂圓,10830,生活,55.0,風味,73895.0,家樂福,60145.0,烏龍氣,80625.0,統一,64595.0,味,128130.0,霜淇淋,36400.0,藍莓,18230.0,飲,36715.0,必思,22670.0,愛之味,184410.0,豆,315.0,莓果,11095.0,杜老爺,76860.0,配餐,5210.0,85,1355.0,塊,18580.0,即,175.0,辣雞,12940.0,人芝心,15635.0,魯肉,24605.0,愛,19090.0,卡脆,31595.0,花椒,38355.0,Donki,2815.0,餐辣,7640.0,360g2,625.0,帕瑪森,84660.0,蛋撻,117110.0,檸檬愛玉,15760.0,泡,163460.0,白殼,2950.0,紅蘿,224010.0,肉豬,43725.0,冰鮮,25730.0,HIL,8500.0,毛豆,21855.0,牛排,67925.0,生活,15215.0,義美,126255.0,義美,155560.0,心包,55570.0,即,25035.0,泡菜,12475.0,海鮮,25220.0,香辣,20380.0,牛,165.0,泰國頭,27065.0,牛奶,19885.0,麵,132805.0,夾心,148050.0,起司,31930.0,味好,52285.0,球,69985.0,3KG,5500.0,永偉,39770,套餐,22750.0,入,31920.0,魯肉,24605.0,旗艦店,9990.0,紙,35345.0,EX,36390.0,家庭,199100.0,類,139705.0,進口,30195.0,專門店,6365.0,吸管,18415.0,手機,32080.0,7,376.0,莉婕,162.0,水嫩,320.0,細潔,161.0,唇膏,186.0,魚型,10.0,20220815c8wphih9,1.0,棒,6.0,寵物,12.0,雨傘,5.0,吸管,10.0,門,4.0,飛利浦,9.0,公仔,13.0,頭皮,1.0,AirPods3,3.0,萬寶路,109.0,白,7.0,維尼,24.0,安卓,81.0,SeagateOneTouch4TB25,7.0,限定,4.0,火腿,5.0,直小點,41.0,竹炭,4.0,牛仔,20.0,片裝,72.0,旗艦館,8.0,曼特寧,1.0,,,太陽,4.0,,,盤耳,1.0,柔繪筆,6.0,專櫃,4.0,氣墊床,9.0,新雲絲頓,680.0,單一麥芽,2.0,經典,1.0,350mlx6,76.0,小,7.0,蛋,22.0
L,190905.0,大,73975.0,深焙濾,9875.0,深焙濾,9875.0,抹,41400.0,茶花,410575.0,330ml,116710.0,蔔,143665.0,900ml,61970.0,漿,8095,150G,55.0,小冰,66245.0,超值,59665.0,蜜桃,80155.0,英泉,60350.0,原味,98525.0,小農,36400.0,優格莓果,12540.0,零,36255.0,乳酸菌,22445.0,傳統,181530.0,豆漿,315.0,酷聖石,10770.0,享券,76670.0,巧克力,5205.0,巧克,1070.0,HIL,18380.0,型,175.0,臘腸,6860.0,個,15635.0,小厚,23575.0,族,19090.0,漢堡,25060.0,青,38345.0,一客,2630.0,ZingerSuperXL,7180.0,雞,540.0,白,76475.0,大,105665.0,寶可夢,12500.0,芙,163455.0,紅心,2950.0,白菜,218200.0,咖哩,37110.0,魠,23575.0,麵,7905.0,小白菜,21745.0,公斤,55775.0,比薩,14655.0,炒,119745.0,格力,141900.0,茸,54375.0,辣味,24115.0,韓式,12475.0,農心,25190.0,胗,20225.0,雪花,165.0,鮮乳加,25185.0,黃,17900.0,日用,132545.0,義美,147335.0,S,31770.0,龜甲萬,45960.0,一配,69985.0,100g,4635.0,濃湯,37720,韓國,18585.0,珍味,26755.0,小厚,23575.0,安心,9340.0,健褲,32250.0,樂品,35965.0,台灣,186290.0,桶,139265.0,蛋白,30085.0,入,6340.0,水壺,17795.0,套餐,27470.0,亞零觸,324.0,棕,151.0,1000g,310.0,葡萄,145.0,柔光,182.0,乳貼,10.0,20220815vfkdjah9,1.0,薄荷,6.0,碳纖維,11.0,竹炭,3.0,水壺,8.0,475L,3.0,HD3060,8.0,兒童,13.0,冰凍,1.0,Apple,3.0,紅工藝,109.0,獵狐電,5.0,公主,20.0,雙耳通,81.0,SP,7.0,腳,3.0,歐姆,5.0,毛巾,36.0,絲,4.0,平口,20.0,隱形,68.0,愛迪達,7.0,290ml,1.0,,,雷朋,4.0,,,蚊香,1.0,夾,4.0,像,4.0,釋壓,8.0,5,680.0,105,2.0,之華麥,1.0,水果,32.0,內,4.0,黃,22.0
N,190790.0,特濃,71395.0,法式,9795.0,法式,9795.0,冰搖,32550.0,茉莉,365670.0,彈藍色,102465.0,蘋果,133450.0,去,52510.0,21,7565,康貝特,55.0,V,60295.0,Light,53620.0,天然水,77700.0,936ml,58445.0,葡萄,95655.0,乳坊,36400.0,加糖,9825.0,900ml,25625.0,藍莓,20155.0,燕麥奶,179700.0,瓶,315.0,乳,10370.0,即,76650.0,茶,4505.0,N,1065.0,麻辣,13455.0,20,175.0,摩斯,6755.0,貢丸湯,15205.0,大厚,19735.0,咖哩,15185.0,花生,14365.0,BurgerKing,30960.0,來,2530.0,包,6925.0,風味,540.0,個,64260.0,享券,97045.0,奶凍,12485.0,醇,161980.0,紅殼,2175.0,地瓜,207145.0,胸肉,34500.0,土,23575.0,香酥,7430.0,香蕉,20725.0,美國,48560.0,人,14650.0,雅方,97430.0,黍,127630.0,果,53130.0,肯德基,22430.0,燒肉,12475.0,鱈,24315.0,沙茶,20210.0,心壽喜,165.0,MARIANI,24825.0,麩片,17890.0,百貨類,132495.0,杏仁,143565.0,甜,29995.0,牛肉,37305.0,5,69135.0,好菇,4540.0,筍盒,37085,協豐,18385.0,原汁,25720.0,大厚,19735.0,越光,9090.0,厚型,31305.0,加厚,30970.0,百利,172335.0,保健食品,134785.0,香氛,27300.0,代收,5150.0,保,13170.0,現貨,26910.0,夜用,315.0,咖啡因,148.0,加護,279.0,歲,136.0,防曬飾,182.0,糧,9.0,,,耳洞,6.0,井上,11.0,護踝,2.0,IGLOO,5.0,羽量,2.0,微電腦,8.0,Philips,12.0,噴霧,1.0,OMIXY9,2.0,眼鏡,96.0,競,5.0,冰雪,18.0,電顯示,74.0,自然人,6.0,電子,3.0,組合餐,5.0,XY,35.0,內褲,4.0,內褲,15.0,星歐,65.0,短袖,6.0,分享,1.0,,,鋯,4.0,,,單層,1.0,雙齒,3.0,美得,4.0,自動,8.0,25,653.0,花格,2.0,博多,1.0,熱帶,17.0,金牌,4.0,赤,8.0
熱經典,161250.0,烘焙,54045.0,職人,9420.0,職人,9420.0,特大,19260.0,咖啡,356815.0,加,84370.0,HM,119055.0,冰,50785.0,風味館,7560,160,45.0,杯,60295.0,入,46370.0,怡漾,76395.0,1857ml,48465.0,全脂,93155.0,裝鮮,36400.0,無,9820.0,200ml,21050.0,可爾,19425.0,統一陽光,161410.0,400m,180.0,飛燕煉,9770.0,勞蛋,76265.0,超杯,4460.0,冰,850.0,鼎王,13380.0,香小農地,165.0,吉士,6730.0,嘉楠,12730.0,胭脂,17230.0,農心,14515.0,雙層,8100.0,洋蔥圈,26230.0,摩斯,2300.0,加紙,6115.0,吐司,480.0,k,49915.0,肯德基,94820.0,400ml,10370.0,蛋糕,161275.0,鮮雞,2175.0,好菇,189695.0,歐風,34500.0,烤,22035.0,腿,7400.0,浪味,19535.0,一口,38810.0,魚,12940.0,花生,95195.0,小熊,120565.0,鹽,49730.0,沙,22295.0,包,12250.0,慢燒,22465.0,泰式,19335.0,大,115.0,AUTUMNCRISP,21440.0,金,17890.0,科學,123100.0,榛果,136505.0,脆片,29795.0,甘甜,34280.0,達,61190.0,荷葉,4435.0,金,33850,個,17700.0,肉產地,24430.0,胭脂,17230.0,栽培,8350.0,褲型,25270.0,無痕,26465.0,海綿,157440.0,靈,119700.0,芳香,26255.0,代付,5100.0,冰,13100.0,台灣,25705.0,型,314.0,深層,146.0,淨嫩,277.0,固齒佳,126.0,底凝露,182.0,V8303C,6.0,,,YIPEI,6.0,刮刀,11.0,號,2.0,組,1.0,級,2.0,電子鍋,8.0,會員金,11.0,,,半,2.0,1,85.0,HD2136,5.0,WPA202,16.0,Philips,74.0,憑證,6.0,捍衛戰士,3.0,可頌堡,5.0,1064,35.0,34,4.0,緊,14.0,彈性,60.0,LuckyCat,5.0,組,1.0,,,石小方,4.0,,,亮面,1.0,強力,3.0,小型,3.0,LAMINA,6.0,風藍,419.0,15,1.0,1L,1.0,貝思寶兒,17.0,嘉露,4.0,烤,8.0
冰特選,99830.0,黃,49980.0,Nestle,9395.0,Nestle,9395.0,中,18855.0,冰,270300.0,麥根,81750.0,樹頂,105980.0,975m,36075.0,瓶,7560,黑麥汁,45.0,10oz,59550.0,富維克礦,43425.0,舒味思氣,72810.0,鮮乳中,46920.0,飲品,84240.0,調乳中,31125.0,希臘,8265.0,206ml,18660.0,300m,18850.0,450ml,160930.0,正庄,175.0,米,3640.0,蜂蜜,74580.0,明治,4460.0,杏仁,780.0,冷凍,13080.0,100g,165.0,N,6140.0,享餐,12255.0,梅花,17230.0,烏,14515.0,套餐,5925.0,雞,25695.0,咖哩,1620.0,2PCSChickenSuper,5525.0,雙雞餐,465.0,餐,35400.0,即,88275.0,150g,9775.0,馥郁,147930.0,蛋紅,2175.0,道,189695.0,牛,33285.0,鳳尾,21375.0,羅,7390.0,仙,19535.0,肉,38710.0,學甲無刺,11860.0,塊,94025.0,紅燒,104755.0,皇冠,39415.0,海味,22270.0,60g,10130.0,牛奶,22465.0,60g,16140.0,酪雪繽紛,80.0,Sour3,17085.0,花生,16845.0,餅乾,121630.0,醇,121525.0,鹽,28190.0,中辣,30570.0,佳士,58885.0,黑葉,4040.0,飯,33850,人餐,17700.0,西班牙,24115.0,梅花,17230.0,薑,7925.0,需要,24780.0,手洗,26400.0,370ML,150030.0,白鴿,115290.0,洗選,23665.0,收納,5025.0,PP,12890.0,玻璃,21390.0,感特薄,313.0,3MINUTEMIRACLE,144.0,洗手,271.0,130g,124.0,80g,182.0,西莎,6.0,,,SPA,4.0,多用途,11.0,五彩,1.0,迷你,1.0,SAMPO,2.0,迷你,8.0,釉,11.0,,,觸控,2.0,月,72.0,充電器,5.0,馥列白,14.0,代銷,60.0,C100,6.0,獨行俠,3.0,休閒鞋,2.0,2426,32.0,紅芭黛兒,3.0,鬆,14.0,拋軟性,49.0,短褲,5.0,CONSTANT,1.0,,,法鬥綠,4.0,,,ROSEISAROSE,1.0,KOKUBO,3.0,原,3.0,天絲,6.0,1mg,235.0,綠牌,1.0,晴空,1.0,酒,15.0,赫紅酒,3.0,鳳凰,6.0
黑,96020.0,金,49700.0,焙,9215.0,焙,9215.0,飲料,13415.0,泡茶,269780.0,黑松,77600.0,純蘋,104115.0,元素,29735.0,餐即,7560,懶貓,40.0,榛果,59255.0,天然,39135.0,Light,46330.0,1858ml,46505.0,健酪,82535.0,金蘋果,30035.0,無糖,7290.0,林鳳營,16075.0,元,18480.0,高纖,134275.0,冬瓜茶,175.0,S77,3110.0,粿,62515.0,芒果,3855.0,奶,780.0,饅頭,6990.0,M90,165.0,軟糖,5850.0,比薩獨,12255.0,大魯肉,16265.0,香辣,14440.0,脆雞堡,5380.0,豬肉,24475.0,風,1525.0,好侍,4685.0,XL,335.0,1,31870.0,珍珠,86670.0,鮮芋,7265.0,經典,141135.0,心,1855.0,水果,128635.0,飼,32040.0,干,19640.0,勒,7390.0,冷藏,18220.0,蒜味,32030.0,一口,11515.0,上校,93895.0,玉米片,96745.0,之,39415.0,家族,22240.0,噌,9435.0,120A135g,21255.0,海,15215.0,香脆,80.0,水果,12105.0,濾掛,16680.0,包,117500.0,大乳加,120005.0,餅乾,27885.0,泰式,29775.0,藍莓,44700.0,黑豆,3255.0,濃辛,33850,原汁,13040.0,鮮蝦,23525.0,大魯肉,16265.0,無毒,7105.0,大王,21090.0,貼心,26285.0,出貨,96695.0,香氛,113565.0,富翁,23360.0,ChildrensSpecialtyStor,4580.0,保溫,12800.0,堡,19975.0,16,253.0,1000ml,141.0,品味,231.0,全效,86.0,小美人,182.0,V8303A,4.0,,,海泥,4.0,L,10.0,CPO1703L,1.0,不銹鋼,1.0,聲寶,2.0,NC,8.0,鑽,11.0,,,降噪,2.0,拋隱形,65.0,雙孔,5.0,N,11.0,卡,60.0,黑色,6.0,鐵盒,3.0,20220815f8cj7a5,1.0,尼克,28.0,四角,3.0,包褲,11.0,10,42.0,招財貓,4.0,康,1.0,,,白酒,4.0,,,isLeaf,1.0,月白,2.0,家居,3.0,18NINO81,6.0,天藍軟,225.0,1000ml,1.0,0921,1.0,洋梨風味,12.0,熊施,2.0,鹽,5.0
